stable_viral_candidate_id	viral_candidate_branch	seq_name	context_original_contig_id	context_assembly_id	context_assembly_path	context_length	context_sequence_md5	context_basalt_match_method	context_basalt_status	context_basalt_bins	context_basalt_runs	context_basalt_assemblies	context_max_completeness	context_min_contamination	genomad_length	genomad_topology	genomad_coordinates	genomad_n_genes	genomad_genetic_code	genomad_virus_score	genomad_fdr	genomad_n_hallmarks	genomad_marker_enrichment	genomad_taxonomy	checkv_contig_length	checkv_provirus	checkv_proviral_length	checkv_gene_count	checkv_viral_genes	checkv_host_genes	checkv_checkv_quality	checkv_miuvig_quality	checkv_completeness	checkv_completeness_method	checkv_contamination	checkv_kmer_freq	checkv_warnings
DOGMAG_VIR000933	unbinned/free-virus	lr_flye_meta_dogfirst_loki_n_9__contig_344	contig_344	lr_flye_meta_dogfirst_loki_n_9	assemblies/lr_flye_meta_dogfirst_loki_n_9.fasta	49228	98f1e32eb3d55ed2cc48aee035f7e774		unbinned						49228	No terminal repeats	NA	73	11	0.9816	NA	9	77.5082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	49228	No	NA	73	17	2	High-quality	High-quality	97.33	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000934	unbinned/free-virus	lr_flye_meta_dogfirst_loki_n_9__contig_515	contig_515	lr_flye_meta_dogfirst_loki_n_9	assemblies/lr_flye_meta_dogfirst_loki_n_9.fasta	99538	8e989f7a753b282774133a50e3ac31bb		unbinned						99538	No terminal repeats	NA	129	11	0.9798	NA	13	133.0231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	99538	No	NA	129	17	1	High-quality	High-quality	98.35	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000935	unbinned/free-virus	lr_flye_meta_dogfirst_loki_n_9__contig_532|provirus_12727_49351	contig_532	lr_flye_meta_dogfirst_loki_n_9	assemblies/lr_flye_meta_dogfirst_loki_n_9.fasta	75777	7357a895a1610e9158faa11847fdef17		unbinned						36625	Provirus	12727-49351	55	11	0.9662	NA	13	60.7620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	36625	No	NA	55	4	1	Medium-quality	Genome-fragment	65.2	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000936	unbinned/free-virus	lr_flye_meta_dogfirst_loki_n_9__contig_641|provirus_23446_150618	contig_641	lr_flye_meta_dogfirst_loki_n_9	assemblies/lr_flye_meta_dogfirst_loki_n_9.fasta	184733	a921aecaa50c87ec2622bc83ad9f6a34		unbinned						127173	Provirus	23446-150618	257	11	0.9586	NA	2	12.1098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	127173	Yes	122637	216	15	5	Medium-quality	Genome-fragment	75.31	HMM-based (lower-bound)	3.57	1.0	
DOGMAG_VIR000937	unbinned/free-virus	lr_flye_meta_dogfirst_loki_n_9__contig_681|provirus_254_40643	contig_681	lr_flye_meta_dogfirst_loki_n_9	assemblies/lr_flye_meta_dogfirst_loki_n_9.fasta	53915	3463205b1ddf30f6e247e51f91cfb404		unbinned						40390	Provirus	254-40643	75	11	0.9234	NA	6	24.4678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	40390	Yes	38964	75	17	3	Medium-quality	Genome-fragment	51.69	HMM-based (lower-bound)	3.53	1.0	
DOGMAG_VIR000938	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_1252	contig_1252	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	48294	dc14d409ec8e442d6c7c68c51030029b		unbinned						48294	No terminal repeats	NA	116	11	0.9462	NA	12	36.2598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	48294	No	NA	116	17	5	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000939	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_1297|provirus_636_46170	contig_1297	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	50861	42576ccfba7fe03152e55e6b8251637e		unbinned						45535	Provirus	636-46170	86	11	0.9049	NA	5	26.8117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	45535	No	NA	86	12	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000940	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_1396|provirus_280473_347599	contig_1396	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	738065	eb61703a1f6f2972ec2292db6d15ee3e		unbinned						67127	Provirus	280473-347599	89	11	0.9532	NA	11	66.4219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67127	No	NA	90	29	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000941	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_1755|provirus_152412_190758	contig_1755	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	190760	2d1d253fcf7aa9800df5cfc775cc3a51		unbinned						38347	Provirus	152412-190758	61	11	0.9731	NA	7	41.7198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	38347	No	NA	58	20	0	Medium-quality	Genome-fragment	88.96	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000942	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_183|provirus_240146_288062	contig_183	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	809155	39ad7d435f439007fb4d47ae47c88ea4		unbinned						47917	Provirus	240146-288062	70	11	0.9674	NA	5	54.7438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	47917	No	NA	70	8	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000943	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_1907|provirus_26600_105369	contig_1907	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	727559	58641cd06e0501436ac753157b83bf17		unbinned						78770	Provirus	26600-105369	90	11	0.9510	NA	9	47.7733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78770	No	NA	88	26	1	High-quality	High-quality	92.69	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000944	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_1938|provirus_78_47510	contig_1938	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	63712	bedfb196d71ada9fd8bfe22ca9273cae		unbinned						47433	Provirus	78-47510	97	11	0.9477	NA	12	52.3935	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	47433	No	NA	97	26	1	Medium-quality	Genome-fragment	78.46	AAI-based (high-confidence)	0.0	1.01	
DOGMAG_VIR000945	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2075	contig_2075	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	20724	9de3ec99b082884ac4456897fa38a5d5		unbinned						20724	No terminal repeats	NA	37	11	0.9362	NA	2	12.6664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	20724	No	NA	37	5	1	Medium-quality	Genome-fragment	50.73	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000946	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2100	contig_2100	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	45349	2bfc28a44cdfe510450903bc608e9313		unbinned						45349	No terminal repeats	NA	74	11	0.9789	NA	18	53.7664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	45349	No	NA	74	28	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000947	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2191	contig_2191	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	39270	e47356c9f1477b7ce029d5ead10fc35c		unbinned						39270	No terminal repeats	NA	87	11	0.9556	NA	14	55.4118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	39270	No	NA	87	32	0	Medium-quality	Genome-fragment	59.07	HMM-based (lower-bound)	0.0	1.03	
DOGMAG_VIR000948	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2306|provirus_7326_43056	contig_2306	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	43056	185b26db4c6101dedcbe418d2b16e70a		unbinned						35731	Provirus	7326-43056	74	11	0.9379	NA	1	16.2582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	35731	No	NA	74	6	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000949	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2524	contig_2524	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	204385	9926bac9afc71f4ab62975f0f1beb59a		unbinned						204385	No terminal repeats	NA	270	11	0.9733	NA	13	103.1648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	204385	No	NA	270	47	2	Medium-quality	Genome-fragment	82.82	AAI-based (medium-confidence)	0.0	1.01	
DOGMAG_VIR000950	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2540|provirus_17391_55870	contig_2540	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	175497	53b26e5fefa90f41193f4cce4b86165d		unbinned						38480	Provirus	17391-55870	66	11	0.9730	NA	8	56.7995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	38480	No	NA	66	4	0	Medium-quality	Genome-fragment	80.87	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000951	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_2541|provirus_60593_112972	contig_2541	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	113420	e4678f4b6888298bf63dafff79e7c218		unbinned						52380	Provirus	60593-112972	87	11	0.9747	NA	14	83.8660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52380	No	NA	87	15	2	Medium-quality	Genome-fragment	83.35	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000952	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_3076	contig_3076	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	44721	f95a9fceb38c70170cbe4c3ecefd920d		unbinned						44721	No terminal repeats	NA	67	11	0.9685	NA	14	57.6501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	44721	No	NA	67	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000953	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_3191	contig_3191	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	33469	d486f08f9b493bd5cd2460313a3f4b9f		unbinned						33469	No terminal repeats	NA	57	11	0.9772	NA	13	42.5657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33469	No	NA	57	18	0	Medium-quality	Genome-fragment	50.49	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000954	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_3513|provirus_36822_69723	contig_3513	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	71026	fab99713d87398e598543d7ce4f8c2b3		unbinned						32902	Provirus	36822-69723	71	11	0.9663	NA	12	50.0822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	32902	No	NA	65	30	0	Medium-quality	Genome-fragment	79.71	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000955	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4002	contig_4002	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	39013	9165da3c39d2d3231a82c0e7cc7d2507		unbinned						39013	No terminal repeats	NA	65	11	0.9629	NA	13	38.1639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	39013	No	NA	65	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
DOGMAG_VIR000956	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_400|provirus_112655_156641	contig_400	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	278709	75bb7903630a630bc964c6a07bb4e75c		unbinned						43987	Provirus	112655-156641	66	11	0.9758	NA	7	70.1220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	43987	No	NA	66	10	1	Medium-quality	Genome-fragment	89.24	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000957	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4128	contig_4128	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	26985	25f91ab53f57a698cc3d1299c4f110cc		unbinned						26985	No terminal repeats	NA	45	11	0.9774	NA	12	31.3456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	26985	No	NA	45	12	0	Medium-quality	Genome-fragment	67.24	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000958	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4269	contig_4269	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	89257	3c1261686d0f5070dacf98a7de901843		unbinned						89257	No terminal repeats	NA	149	11	0.9665	NA	1	21.5999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	89257	No	NA	149	17	4	Medium-quality	Genome-fragment	51.35	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000959	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4673	contig_4673	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	30412	a87b874c201c4af897c007db4fe89b48		unbinned						30412	No terminal repeats	NA	66	11	0.9348	NA	4	15.8658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	30412	No	NA	66	14	3	Medium-quality	Genome-fragment	77.3	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000960	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4699	contig_4699	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	39448	e18dd0827c6879c513f0ebc433b56f92		unbinned						39448	No terminal repeats	NA	72	11	0.9766	NA	17	58.8133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	39448	Yes	36368	72	26	4	High-quality	High-quality	97.38	AAI-based (high-confidence)	7.81	1.01	
DOGMAG_VIR000961	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4971|provirus_8582_33251	contig_4971	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	33435	47a04cf9c46a331f8bef3d763de64714		unbinned						24670	Provirus	8582-33251	47	11	0.9669	NA	3	10.8958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	24670	No	NA	47	3	0	Medium-quality	Genome-fragment	68.24	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000962	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4976	contig_4976	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	56387	3eb5ac1df436c58bccbb2745efaa3493		unbinned						56387	No terminal repeats	NA	65	11	0.9329	NA	6	21.3742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56387	No	NA	65	14	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
DOGMAG_VIR000963	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4996	contig_4996	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	29177	517ea6699a58a604421a0fe2b360974b		unbinned						29177	No terminal repeats	NA	61	11	0.9267	NA	5	17.2213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	29177	No	NA	61	13	1	Medium-quality	Genome-fragment	87.22	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000964	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4998|provirus_696_33925	contig_4998	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	118453	1540a243c0d03c184702f73ffac85daa		unbinned						33230	Provirus	696-33925	54	11	0.9388	NA	17	39.8144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33230	No	NA	65	20	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000965	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_4999	contig_4999	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	20516	1fe9e1b5c2855df4d2e0822d658efd7b		unbinned						20516	No terminal repeats	NA	40	11	0.9355	NA	8	30.7261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	20516	No	NA	40	12	0	Medium-quality	Genome-fragment	61.33	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000966	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5068|provirus_6847_40661	contig_5068	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	41129	4c741611cce39df979fbbf976ed0ce53		unbinned						33815	Provirus	6847-40661	65	11	0.9223	NA	7	26.4539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33815	No	NA	65	5	1	Medium-quality	Genome-fragment	61.38	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000967	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5120	contig_5120	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	27833	ec8646bbefa2221482731a2ce270e91e		unbinned						27833	No terminal repeats	NA	48	11	0.9576	NA	6	32.9713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	27833	No	NA	48	16	1	Medium-quality	Genome-fragment	73.78	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000968	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5123	contig_5123	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	25361	b86f5e87514020ac02403cf125bef0e6		unbinned						25361	No terminal repeats	NA	40	11	0.9727	NA	5	25.9947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	25361	No	NA	40	9	0	Medium-quality	Genome-fragment	67.23	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000969	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5146	contig_5146	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	27871	91593e4cc67c5de2fa2dd5005c302659		unbinned						27871	No terminal repeats	NA	49	11	0.9777	NA	6	42.1443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	27871	No	NA	49	13	0	Medium-quality	Genome-fragment	63.52	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000970	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5147	contig_5147	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	157479	c948aff7b7344b06985ec63286c83da0		unbinned						157479	No terminal repeats	NA	232	11	0.9684	NA	9	118.0728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	157479	No	NA	232	41	9	High-quality	High-quality	90.37	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000971	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5268	contig_5268	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	40785	3f6f18c5ce5c677b92c0468b0819006d		unbinned						40785	No terminal repeats	NA	89	11	0.9442	NA	8	22.6172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	40785	No	NA	89	5	2	Medium-quality	Genome-fragment	71.33	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000972	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5323|provirus_8818_40530	contig_5323	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	81919	277690d891cd1f28433159a583f19579		unbinned						31713	Provirus	8818-40530	57	11	0.9778	NA	9	28.5717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	31713	No	NA	55	13	0	Medium-quality	Genome-fragment	78.64	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000973	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5395	contig_5395	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	33232	fd221144221ee2dd668862aa20de0afb		unbinned						33232	No terminal repeats	NA	67	11	0.9674	NA	13	38.1155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33232	No	NA	67	9	0	Medium-quality	Genome-fragment	54.79	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR000974	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5497|provirus_49851_83957	contig_5497	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	83957	98bd7a0243d259ba1a7835a8ea5549bd		unbinned						34107	Provirus	49851-83957	48	11	0.9771	NA	11	47.5927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	34107	No	NA	53	18	0	High-quality	High-quality	93.78	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000975	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5672	contig_5672	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	41813	d52e90995d0d02f628d60c8bc9b1ea37		unbinned						41813	No terminal repeats	NA	68	11	0.9795	NA	9	44.5333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	41813	No	NA	68	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000976	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5755	contig_5755	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	96876	6851623c73149c27dec34e3805cb4c04		unbinned						96876	No terminal repeats	NA	211	11	0.9609	NA	4	75.6797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96876	No	NA	211	18	2	Medium-quality	Genome-fragment	57.95	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000977	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_5838	contig_5838	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	38449	053f1b46220bc810e370a5df605bb646		unbinned						38449	No terminal repeats	NA	65	11	0.9694	NA	18	48.5440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	38449	No	NA	65	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000978	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_6081	contig_6081	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	39630	baac9f612f5b29ac1ae86d5357db76ad		unbinned						39630	No terminal repeats	NA	55	11	0.9773	NA	12	52.9871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	39630	No	NA	55	27	1	Medium-quality	Genome-fragment	84.52	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000979	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_6389|provirus_282_5767	contig_6389	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	10730	fd63f1d0eda92173aef4309f388f2683		unbinned						5486	Provirus	282-5767	11	11	0.9553	NA	3	7.7623	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	5486	No	NA	10	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR000980	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_6394	contig_6394	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	26769	5623fd5f7fdd3eaa14b9c5e0666dc6d2		unbinned						26769	No terminal repeats	NA	59	11	0.9704	NA	16	37.8326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	26769	No	NA	59	14	0	Medium-quality	Genome-fragment	53.33	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000981	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_641|provirus_1086386_1144423	contig_641	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	1337010	74aacb6187b67680ec57128c72a15229		unbinned						58038	Provirus	1086386-1144423	98	11	0.9729	NA	21	74.9302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58038	No	NA	92	30	0	High-quality	High-quality	98.25	AAI-based (high-confidence)	0.0	1.01	
DOGMAG_VIR000982	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_641|provirus_573667_610887	contig_641	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	1337010	74aacb6187b67680ec57128c72a15229		unbinned						37221	Provirus	573667-610887	63	11	0.9711	NA	10	50.7029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	37221	No	NA	63	18	2	Medium-quality	Genome-fragment	79.83	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR000983	unbinned/free-virus	lr_flye_meta_dogfirst_matyi__contig_645|provirus_1132817_1174924	contig_645	lr_flye_meta_dogfirst_matyi	assemblies/lr_flye_meta_dogfirst_matyi.fasta	1907090	98f7c70b2ab1d0f7b8a2e8e6d589c274		unbinned						42108	Provirus	1132817-1174924	73	11	0.9781	NA	16	73.1640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	42108	Yes	40087	73	25	4	High-quality	High-quality	95.17	AAI-based (high-confidence)	4.8	1.0	
