stable_candidate_id	original_bin_group	candidate_id	selected_fasta_name	reselected_fasta_path	source_fasta_name	source_origin	source_path	size_bytes	sha256	binner_or_reassembly_class	source_assembly	binner_family_from_existing_summary	completeness	contamination	quality_score_completeness_minus_5x_contamination	n50	genome_size	quality_class	candidate_count_in_original_group	eligible_candidate_count_in_original_group	drep99_retained_by_internal_filter	drep99_cluster_id	drep99_representative	drep99_is_representative	drep95_retained_by_internal_filter	drep95_cluster_id	drep95_representative	drep95_is_representative	gtdb_taxonomy_scope	gtdb_gtdb_domain_summary	gtdb_classification	gtdb_classification_method	gtdb_closest_genome_ani	gtdb_closest_genome_af	gtdb_note	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
DOGMAG_MAGC000256	bin840	bin840_mag_polished.fa	bin840__bin840_mag_polished.fa.fa	reselected_mq_candidates/bin840__bin840_mag_polished.fa.fa	bin840_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin840_mag_polished.fa	1988731	0efc91e2f426f11b6850cead863cfc7b637d9cd0f66d41e5a69cf921e7f41e09	BASALT polished	bin840_mag_polished	unknown	56.9	5.47	29.55	17011.0	1982401.0	medium-quality	4	1	yes	109_1	bin8164__bin8164_mag_polished.fa.fa	no	yes	102_1	bin10695__bin10695_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp937880195	ani_screen	98.34	0.912	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp937880195
DOGMAG_MAGC000257	bin841	bin841_mag_polished.fa	bin841__bin841_mag_polished.fa.fa	reselected_mq_candidates/bin841__bin841_mag_polished.fa.fa	bin841_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin841_mag_polished.fa	2643242	dc4ac3580cf8a0794c4c087297ae5fd4afe0ae9be4c85159b55beca87f10d286	BASALT polished	bin841_mag_polished	unknown	83.05	2.41	71.0	32672.0	2638304.0	medium-quality	4	1	yes	82_5	bin841__bin841_mag_polished.fa.fa	yes	yes	77_1	bin8903__bin8903_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	ani_screen	98.68	0.905	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp001517625
DOGMAG_MAGC000258	bin842	bin842_mag_polished.fa	bin842__bin842_mag_polished.fa.fa	reselected_mq_candidates/bin842__bin842_mag_polished.fa.fa	bin842_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin842_mag_polished.fa	2475894	c8f06e0c7f2f49c09268a14b74f43dd4fd7422e39c758e91b9dff0ee4847853d	BASALT polished	bin842_mag_polished	unknown	73.93	0.42	71.83000000000001	70890.0	2474671.0	medium-quality	3	1	yes	130_5	bin4322__bin4322_mag_polished.fa.fa	no	yes	122_1	bin6044__bin6044_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900541335	ani_screen	98.61	0.835	classification based on ANI only	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp900541335
DOGMAG_MAGC000259	bin845	bin845_mag_polished.fa	bin845__bin845_mag_polished.fa.fa	reselected_mq_candidates/bin845__bin845_mag_polished.fa.fa	bin845_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin845_mag_polished.fa	2114731	0ab39089cfee8d7ead238e20d8a062fb31eda66b9430a5786d338065f121e5ad	BASALT polished	bin845_mag_polished	unknown	82.6	1.21	76.55	26648.0	2109445.0	medium-quality	4	1	yes	45_4	bin3549__bin3549_mag_polished.fa.fa	no	yes	44_1	bin6524__bin6524_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter faecis	ani_screen	97.66	0.891	classification based on ANI only	Bacteria	Bacillota_I	Bacilli_A	MOL361	Turicibacteraceae	Turicibacter	Turicibacter faecis
DOGMAG_MAGC000260	bin850	bin850_mag_polished.fa	bin850__bin850_mag_polished.fa.fa	reselected_mq_candidates/bin850__bin850_mag_polished.fa.fa	bin850_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin850_mag_polished.fa	2453968	b1c87d1c645e17e77a1337d7b95d38ac5e8a9d6cc9ae81e1bbce28763e457efe	BASALT polished	bin850_mag_polished	unknown	64.1	4.37	42.24999999999999	30567.0	2448943.0	medium-quality	4	1	yes	110_1	bin329__bin329_mag_polished.fa.fa	no	yes	103_1	bin2939__bin2939_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	ani_screen	97.82	0.743	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp026169535
DOGMAG_MAGC000261	bin855	bin855_mag_polished.fa	bin855__bin855_mag_polished.fa.fa	reselected_mq_candidates/bin855__bin855_mag_polished.fa.fa	bin855_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin855_mag_polished.fa	2146555	c22712fe583e5c386967315db9e10313236404f9042ccdc6f8fd8b4c2167ef72	BASALT polished	bin855_mag_polished	unknown	87.34	0.21	86.29	265478.0	2146256.0	medium-quality	4	2	yes	101_10	bin9272__bin9272_mag_polished.fa.fa	no	yes	95_1	bin6077__bin6077_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium sp900539715	ani_screen	99.06	0.876	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium sp900539715
DOGMAG_MAGC000262	bin858	bin858_mag_polished.fa	bin858__bin858_mag_polished.fa.fa	reselected_mq_candidates/bin858__bin858_mag_polished.fa.fa	bin858_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin858_mag_polished.fa	2756690	688deb96bf13e1a5e213bebbdf7807194bcab58a9893f61a9e02d5f076dc8711	BASALT polished	bin858_mag_polished	unknown	63.52	4.45	41.27	230648.0	2756251.0	medium-quality	3	1	yes	100_2	bin647__bin647_mag_polished.fa.fa	no	yes	94_1	bin3461__bin3461_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335	ani_screen	98.83	0.797	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia sp000432335
DOGMAG_MAGC000263	bin859	bin859_mag_polished.fa	bin859__bin859_mag_polished.fa.fa	reselected_mq_candidates/bin859__bin859_mag_polished.fa.fa	bin859_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin859_mag_polished.fa	3304046	0ac5262e2b1b5f7978b50d99eddc6523aa8fad9cbcc729e15fba23d9056e20e0	BASALT polished	bin859_mag_polished	unknown	89.61	3.73	70.96000000000001	3304019.0	3304019.0	medium-quality	4	2	yes	102_4	bin8532__bin8532_mag_polished.fa.fa	no	yes	96_1	bin6237__bin6237_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195	ani_screen	98.96	0.882	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000432195
DOGMAG_MAGC000264	bin862	bin862_mag_polished.fa	bin862__bin862_mag_polished.fa.fa	reselected_mq_candidates/bin862__bin862_mag_polished.fa.fa	bin862_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin862_mag_polished.fa	1599376	94ae6c512180c792fe899e8c969fa5af156d2fca0c532c6a5e4a620ab5e97799	BASALT polished	bin862_mag_polished	unknown	80.8	1.25	74.55	6607.0	1590726.0	medium-quality	2	1	yes	30_2	bin10984__bin10984_mag_polished.fa.fa	no	yes	29_1	bin958__bin958_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	ani_screen	97.13	0.872	classification based on ANI only	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_B	Helicobacter_B canis
DOGMAG_MAGC000265	bin863	bin863_mag_polished.fa	bin863__bin863_mag_polished.fa.fa	reselected_mq_candidates/bin863__bin863_mag_polished.fa.fa	bin863_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin863_mag_polished.fa	2259382	8f0feffe738f7491bab1354fb66dd0b0292be19ce203a494b626e07d84e3aaaa	BASALT polished	bin863_mag_polished	unknown	57.43	1.68	49.03	53243.0	2257739.0	medium-quality	1	1	yes	71_1	bin863__bin863_mag_polished.fa.fa	yes	yes	68_1	bin863__bin863_mag_polished.fa.fa	yes	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	taxonomic classification fully defined by topology	N/A	N/A	classification based on placement in class-level tree	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	
DOGMAG_MAGC000266	bin868	bin868_mag_polished.fa	bin868__bin868_mag_polished.fa.fa	reselected_mq_candidates/bin868__bin868_mag_polished.fa.fa	bin868_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin868_mag_polished.fa	2474856	6a55722b8eee5088608677398dd37dde1b5e061e5439b9b399de105ad83d5272	BASALT polished	bin868_mag_polished	unknown	81.43	2.91	66.88000000000001	17107.0	2468555.0	medium-quality	4	1	yes	102_4	bin8532__bin8532_mag_polished.fa.fa	no	yes	96_1	bin6237__bin6237_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195	ani_screen	98.96	0.882	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000432195
DOGMAG_MAGC000267	bin869	bin869_mag_polished.fa	bin869__bin869_mag_polished.fa.fa	reselected_mq_candidates/bin869__bin869_mag_polished.fa.fa	bin869_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin869_mag_polished.fa	1963791	3ee3529f36175893c0d8b1bf4411031b673998f307187f0ee6333e7a60cbe644	BASALT polished	bin869_mag_polished	unknown	90.16	0.87	85.81	1934249.0	1963710.0	high-completeness/low-contamination	4	2	yes	8_22	bin250__bin250_mag_polished.fa.fa	no	yes	7_1	bin4473__bin4473_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	ani_screen	97.35	0.878	classification based on ANI only	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis
DOGMAG_MAGC000268	bin875	bin875_mag_polished.fa	bin875__bin875_mag_polished.fa.fa	reselected_mq_candidates/bin875__bin875_mag_polished.fa.fa	bin875_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin875_mag_polished.fa	1628787	879debf311a10b4934d87225c859337c8cc6e5794b4e173f0cc1aab4c30c106b	BASALT polished	bin875_mag_polished	unknown	53.36	2.27	42.01	206062.0	1628348.0	medium-quality	4	1	no				no				not_in_drep99_retained_set													
DOGMAG_MAGC000269	bin878	bin878_mag_polished.fa	bin878__bin878_mag_polished.fa.fa	reselected_mq_candidates/bin878__bin878_mag_polished.fa.fa	bin878_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin878_mag_polished.fa	2371078	e1c730d6eb7095ac2e83e5702745ae4f069a8b2f1b100e91a204d82305c3cea4	BASALT polished	bin878_mag_polished	unknown	71.2	4.04	51.0	117335.0	2370331.0	medium-quality	4	1	yes	101_12	bin9720__bin9720_mag_polished.fa.fa	no	yes	95_1	bin6077__bin6077_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium sp900539715	ani_screen	98.76	0.885	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium sp900539715
DOGMAG_MAGC000270	bin879	bin879_mag_polished.fa	bin879__bin879_mag_polished.fa.fa	reselected_mq_candidates/bin879__bin879_mag_polished.fa.fa	bin879_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin879_mag_polished.fa	1870529	2c19aaf587e5dfee53428ebe9f9b5d22e13b9180f76c6a4f17e20d557e9a71b9	BASALT polished	bin879_mag_polished	unknown	73.85	1.71	65.3	252345.0	1870258.0	medium-quality	4	1	yes	86_3	bin879__bin879_mag_polished.fa.fa	yes	yes	81_1	bin10788__bin10788_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	ani_screen	97.47	0.826	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp900765975
DOGMAG_MAGC000271	bin880	bin880_mag_polished.fa	bin880__bin880_mag_polished.fa.fa	reselected_mq_candidates/bin880__bin880_mag_polished.fa.fa	bin880_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin880_mag_polished.fa	1712751	2a4a402db4f1a7e1240bc11a50624d1f4a08a9a3d98e75dcc5b336fb8a57a7f6	BASALT polished	bin880_mag_polished	unknown	68.99	3.69	50.53999999999999	98715.0	1711976.0	medium-quality	1	1	yes	81_4	bin109__bin109_mag_polished.fa.fa	no	yes	76_1	bin4508__bin4508_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855	ani_screen	98.58	0.686	classification based on ANI only	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp900552855
DOGMAG_MAGC000272	bin882	bin882_mag_polished.fa	bin882__bin882_mag_polished.fa.fa	reselected_mq_candidates/bin882__bin882_mag_polished.fa.fa	bin882_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin882_mag_polished.fa	3094940	935ba61d7a8a958a10f202176d05a7f37f9572db24b62560094976994d6d874f	BASALT polished	bin882_mag_polished	unknown	68.7	2.97	53.85	92229.0	3093577.0	medium-quality	4	1	yes	82_3	bin1361__bin1361_mag_polished.fa.fa	no	yes	77_1	bin8903__bin8903_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	ani_screen	98.44	0.803	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp001517625
DOGMAG_MAGC000273	bin883	bin883_mag_polished.fa	bin883__bin883_mag_polished.fa.fa	reselected_mq_candidates/bin883__bin883_mag_polished.fa.fa	bin883_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin883_mag_polished.fa	1795521	9941668f836ca98972ec30aa516ba77159905ce4f88561417c7d8f04537240fb	BASALT polished	bin883_mag_polished	unknown	53.47	0.34	51.769999999999996	38711.0	1793822.0	medium-quality	2	1	yes	83_1	bin8361__bin8361_mag_polished.fa.fa	no	yes	78_1	bin2458__bin2458_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	ani_screen	99.0	0.959	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp900538475
DOGMAG_MAGC000274	bin884	bin884_mag_polished.fa	bin884__bin884_mag_polished.fa.fa	reselected_mq_candidates/bin884__bin884_mag_polished.fa.fa	bin884_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin884_mag_polished.fa	1851147	1c9b638d9dd8f17cdacde79df90380cf402c7b448bf5c01108d025c233ae637d	BASALT polished	bin884_mag_polished	unknown	70.01	2.42	57.910000000000004	19302.0	1846441.0	medium-quality	1	1	yes	135_3	bin2349__bin2349_mag_polished.fa.fa	no	yes	127_1	bin6356__bin6356_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	taxonomic classification fully defined by topology	N/A	N/A	classification based on placement in class-level tree	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	
DOGMAG_MAGC000275	bin889	bin889_mag_polished.fa	bin889__bin889_mag_polished.fa.fa	reselected_mq_candidates/bin889__bin889_mag_polished.fa.fa	bin889_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin889_mag_polished.fa	1529285	dc65b29370c3464003ffef06a7f769ac437039cf65cffa6ad124a4ddd04abfb6	BASALT polished	bin889_mag_polished	unknown	76.23	0.63	73.08	31872.0	1527334.0	medium-quality	4	3	yes	68_12	bin8837__bin8837_mag_polished.fa.fa	no	yes	65_1	bin10663__bin10663_SPAdes_hybrid_re-assembly_contigs.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	ani_screen	98.2	0.926	classification based on ANI only	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis
DOGMAG_MAGC000276	bin891	bin891_mag_polished.fa	bin891__bin891_mag_polished.fa.fa	reselected_mq_candidates/bin891__bin891_mag_polished.fa.fa	bin891_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin891_mag_polished.fa	3101987	0e98f54c473b360937238d49c7efc307e00816d100bb0e32d82f26c83bacce47	BASALT polished	bin891_mag_polished	unknown	55.63	1.92	46.03	136084.0	3100988.0	medium-quality	3	1	yes	125_3	bin6637__bin6637_mag_polished.fa.fa	no	yes	117_1	bin8481__bin8481_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	ani_screen	99.05	0.755	classification based on ANI only	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp937890825
DOGMAG_MAGC000277	bin893	bin893_mag_polished.fa	bin893__bin893_mag_polished.fa.fa	reselected_mq_candidates/bin893__bin893_mag_polished.fa.fa	bin893_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin893_mag_polished.fa	2520976	21d6868029573d0773fee4c6eba286925491a7f21ccf00ca9ef41d986fc23247	BASALT polished	bin893_mag_polished	unknown	57.51	2.77	43.66	34314.0	2518097.0	medium-quality	3	1	yes	82_2	bin5408__bin5408_mag_polished.fa.fa	no	yes	77_1	bin8903__bin8903_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	ani_screen	98.45	0.811	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp001517625
DOGMAG_MAGC000278	bin895	bin895_mag_polished.fa	bin895__bin895_mag_polished.fa.fa	reselected_mq_candidates/bin895__bin895_mag_polished.fa.fa	bin895_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin895_mag_polished.fa	3679644	94be931a7e7673c47b3153bf269a6335fd10541a1bcc92a9b559c1800c5088dc	BASALT polished	bin895_mag_polished	unknown	85.66	8.01	45.61	203588.0	3678701.0	medium-quality	3	1	yes	125_5	bin6907__bin6907_mag_polished.fa.fa	no	yes	117_1	bin8481__bin8481_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	ani_screen	99.01	0.695	classification based on ANI only	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp937890825
DOGMAG_MAGC000279	bin898	bin898_mag_polished.fa	bin898__bin898_mag_polished.fa.fa	reselected_mq_candidates/bin898__bin898_mag_polished.fa.fa	bin898_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin898_mag_polished.fa	2622187	ea5e7f7437118ff24de08f221decbcb4af5f8f0eb8d5254dbfb4a7461ecff67e	BASALT polished	bin898_mag_polished	unknown	88.53	1.09	83.08	18851.0	2615973.0	medium-quality	4	4	yes	89_24	bin6469__bin6469_mag_polished.fa.fa	no	yes	84_1	bin5335__bin5335_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus	ani_screen	97.42	0.779	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter gnavus
DOGMAG_MAGC000280	bin899	bin899_mag_polished.fa	bin899__bin899_mag_polished.fa.fa	reselected_mq_candidates/bin899__bin899_mag_polished.fa.fa	bin899_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin899_mag_polished.fa	2032889	90186ff49df6c4a541d472465e2b69666b2007aa1d035586f8fd6903b4acd1ea	BASALT polished	bin899_mag_polished	unknown	72.62	2.13	61.970000000000006	335887.0	2032478.0	medium-quality	4	2	yes	88_6	bin9943__bin9943_mag_polished.fa.fa	no	yes	83_1	bin2356__bin2356_SPAdes_hybrid_re-assembly_contigs.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification fully defined by topology	N/A	N/A	classification based on placement in class-level tree	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
DOGMAG_MAGC000281	bin908	bin908_mag_polished.fa	bin908__bin908_mag_polished.fa.fa	reselected_mq_candidates/bin908__bin908_mag_polished.fa.fa	bin908_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin908_mag_polished.fa	2481997	5514573fb613a3ec5ea0e64bef176d158413f43b5eb715f771496bc450e849a7	BASALT polished	bin908_mag_polished	unknown	85.03	0.01	84.98	93006.0	2481054.0	medium-quality	4	2	yes	120_12	bin908__bin908_mag_polished.fa.fa	yes	yes	112_1	bin908__bin908_mag_polished.fa.fa	yes	self_drep99_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005	ani_screen	98.76	0.861	classification based on ANI only	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900766005
DOGMAG_MAGC000282	bin910	bin910_mag_polished.fa	bin910__bin910_mag_polished.fa.fa	reselected_mq_candidates/bin910__bin910_mag_polished.fa.fa	bin910_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin910_mag_polished.fa	2045394	87a79852f67c5c97ff9e5d5841b35348f9f56419718ae7788c6283b930d03ab0	BASALT polished	bin910_mag_polished	unknown	83.68	2.3	72.18	108591.0	2044255.0	medium-quality	4	1	yes	39_3	bin8084__bin8084_mag_polished.fa.fa	no	yes	38_1	bin5163__bin5163_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	ani_screen	98.65	0.904	classification based on ANI only	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis
DOGMAG_MAGC000283	bin913	bin913_mag_polished.fa	bin913__bin913_mag_polished.fa.fa	reselected_mq_candidates/bin913__bin913_mag_polished.fa.fa	bin913_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin913_mag_polished.fa	1701012	1cf10f56e5f5110c1cde2b24b46dad1c9c60cf3566eaee3cf978760844602f57	BASALT polished	bin913_mag_polished	unknown	55.09	3.68	36.69	69755.0	1700013.0	medium-quality	3	1	yes	86_1	bin913__bin913_mag_polished.fa.fa	yes	yes	81_1	bin10788__bin10788_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	ani_screen	97.29	0.781	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp900765975
DOGMAG_MAGC000284	bin915	bin915_mag_polished.fa	bin915__bin915_mag_polished.fa.fa	reselected_mq_candidates/bin915__bin915_mag_polished.fa.fa	bin915_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin915_mag_polished.fa	5430418	b501b213d7cd0d9796a42bd91d63dd1827558129c557ece0aee70cb796988dc2	BASALT polished	bin915_mag_polished	unknown	60.52	5.19	34.57	348768.0	5428383.0	medium-quality	4	1	yes	20_4	bin915__bin915_mag_polished.fa.fa	yes	yes	19_1	bin8181__bin8181_SPAdes_hybrid_re-assembly_contigs.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__ECMA0423;s__ECMA0423 sp047199055	ani_screen	96.1	0.847	classification based on ANI only	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ECMA0423	ECMA0423 sp047199055
