mag_alias	mag_sample_accession	biosample_accession	scientific_name	ncbi_tax_id	gtdb_species	gtdb_taxonomy	source_assembly_id	source_sample_accessions	contig_count	genome_size_bp	completeness_percent	contamination_percent	n50_bp	assembly_analysis_accession	assembly_submission_status
DOGMAG_ANI95_MAG068	ERS31049515	SAMEA123300691	Lactococcus garvieae subsp. garvieae	1890280	Lactococcus garvieae	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus garvieae	DOGMAG_ASM041	ERS30645942,ERS30645943	33	1938099	100.0	0.0	93307	ERZ29813495	submitted_multi_contig
DOGMAG_ANI95_MAG069	ERS31049516	SAMEA123300692	Allobaculum stercoricanis DSM 13633	1050201	Allobaculum stercoricanis	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	DOGMAG_ASM005	ERS30645928,ERS30645929	18	1973548	95.99	1.82	310646	ERZ29813496	submitted_multi_contig
DOGMAG_ANI95_MAG070	ERS31049517	SAMEA123300693	uncultured Sutterella sp.	286133	Aphodousia sp937906995	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	DOGMAG_ASM014	ERS30645990,ERS30645991	7	1832579	96.25	1.25	356347	ERZ29813497	submitted_multi_contig
DOGMAG_ANI95_MAG071	ERS31049518	SAMEA123300694	uncultured Collinsella sp.	165190	Collinsella sp900555585	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900555585	DOGMAG_ASM039	SAMEA117492633,SAMEA117492634,SAMEA117492635,SAMEA117492636,SAMEA117492637,SAMEA117492638,SAMEA117492639,SAMEA117492640,SAMEA117492641,SAMEA117492642,SAMEA117492643,SAMEA117492644,SAMEA117492645,SAMEA117492646,SAMEA117492647,SAMEA117492648,SAMEA117492649,SAMEA117492650,SAMEA117492651,SAMEA117492652,SAMEA117492653	189	1654745	89.67	1.19	12915	ERZ29813498	submitted_multi_contig
DOGMAG_ANI95_MAG072	ERS31049519	SAMEA123300695	uncultured Sutterella sp.	286133	Sutterella sp937943605	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella sp937943605	DOGMAG_ASM010	ERS30645970,ERS30645971	118	2027261	67.24	0.0	26690	ERZ29813499	submitted_multi_contig
DOGMAG_ANI95_MAG073	ERS31049520	SAMEA123300696	Mediterraneibacter gnavus ATCC 29149	411470	Mediterraneibacter gnavus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus	DOGMAG_ASM014	ERS30645990,ERS30645991	24	2922294	97.95	0.0	197308	ERZ29813500	submitted_multi_contig
DOGMAG_ANI95_MAG074	ERS31049521	SAMEA123300697	Lactobacillus gallinarum DSM 10532 = JCM 2011	1423748	Lactobacillus gallinarum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gallinarum	DOGMAG_ASM017	ERS30645944,ERS30645945	3	1986884	98.94	1.3	1954863	ERZ29813501	submitted_multi_contig
DOGMAG_ANI95_MAG075	ERS31049522	SAMEA123300698	Coriobacteriaceae bacterium	2011094	Collinsella sp902362275	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902362275	DOGMAG_ASM038	ERS30645992,ERS30645993	440	1321938	65.1	0.0	3117	ERZ29813502	submitted_multi_contig
DOGMAG_ANI95_MAG076	ERS31049523	SAMEA123300699	uncultured Romboutsia sp.	1505656	Faecalimicrobium sp937907205	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Faecalimicrobium;s__Faecalimicrobium sp937907205	DOGMAG_ASM035	ERS30645936,ERS30645937	371	1781701	92.86	1.43	5759	ERZ29813503	submitted_multi_contig
DOGMAG_ANI95_MAG077	ERS31049524	SAMEA123300700	uncultured Lachnospiraceae bacterium	297314	Blautia sp900555025	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900555025	DOGMAG_ASM026	ERS30645932,ERS30645933	60	1900510	56.11	0.64	64908	ERZ29813504	submitted_multi_contig
DOGMAG_ANI95_MAG078	ERS31049525	SAMEA123300701	Mediterraneibacter glycyrrhizinilyticus	342942	Schaedlerella glycyrrhizinilytica_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	223	2412800	88.38	1.66	18001	ERZ29813505	submitted_multi_contig
DOGMAG_ANI95_MAG079	ERS31049526	SAMEA123300702	Thomasclavelia ramosa DSM 1402	445974	Thomasclavelia ramosa	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	242	2690577	86.56	1.89	15692	ERZ29813506	submitted_multi_contig
DOGMAG_ANI95_MAG080	ERS31049527	SAMEA123300703	Weissella confusa	1583	Weissella confusa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	DOGMAG_ASM041	ERS30645942,ERS30645943	12	2089785	98.47	0.0	252231	ERZ29813507	submitted_multi_contig
DOGMAG_ANI95_MAG081	ERS31049528	SAMEA123300704	uncultured Prevotella sp.	159272	Alloprevotella sp900541335	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900541335	DOGMAG_ASM010	ERS30645970,ERS30645971	3	2671548	96.75	0.37	1593256	ERZ29813508	submitted_multi_contig
DOGMAG_ANI95_MAG082	ERS31049529	SAMEA123300705	uncultured Lachnospiraceae bacterium	297314	Gallintestinimicrobium sp900539715	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium sp900539715	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	22	2544822	96.26	0.19	169470	ERZ29813509	submitted_multi_contig
DOGMAG_ANI95_MAG083	ERS31049530	SAMEA123300706	uncultured Prevotellaceae bacterium	370804	Limisoma sp900541935	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900541935	DOGMAG_ASM031	ERS30645962	50	1843368	63.26	2.08	57735	ERZ29813510	submitted_multi_contig
DOGMAG_ANI95_MAG084	ERS31049531	SAMEA123300707	Blautia argi	1912897	Blautia argi	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi	DOGMAG_ASM032	SAMEA117492696,SAMEA117492697	45	2716600	88.2	0.64	112805	ERZ29813511	submitted_multi_contig
DOGMAG_ANI95_MAG085	ERS31049532	SAMEA123300708	Clostridiaceae bacterium Marseille-Q3526	2830654	Otoolea sp000435655	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp000435655	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	50	2506079	91.77	0.32	73735	ERZ29813512	submitted_multi_contig
DOGMAG_ANI95_MAG086	ERS31049533	SAMEA123300709	Bacillota bacterium	1879010	Blautia sp000432195	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195	DOGMAG_ASM021	ERS30645938,ERS30645939	1	3304028	92.85	0.0	3304028		pending_single_contig_helpdesk_or_not_submitted
DOGMAG_ANI95_MAG087	ERS31049534	SAMEA123300710	uncultured Bacillota bacterium	344338	Blautia sp900753905	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900753905	DOGMAG_ASM014	ERS30645990,ERS30645991	56	3369238	96.22	2.23	118759	ERZ29813513	submitted_multi_contig
DOGMAG_ANI95_MAG088	ERS31049535	SAMEA123300711	uncultured Peptococcaceae bacterium	329911	UMGS1590 sp900553245	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900553245	DOGMAG_ASM035	ERS30645936,ERS30645937	106	1911688	77.84	0.77	34088	ERZ29813514	submitted_multi_contig
DOGMAG_ANI95_MAG089	ERS31049536	SAMEA123300712	Paraprevotella sp.	2049036		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	DOGMAG_ASM010	ERS30645970,ERS30645971	51	2503646	95.32	0.74	87467	ERZ29813515	submitted_multi_contig
DOGMAG_ANI95_MAG090	ERS31049537	SAMEA123300713	Helicobacter zhangjianzhongii	2974574	Helicobacter_B zhangjianzhongii	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B zhangjianzhongii	DOGMAG_ASM030	ERS30645960,ERS30645961	1	2174742	75.52	1.28	2174742		pending_single_contig_helpdesk_or_not_submitted
DOGMAG_ANI95_MAG091	ERS31049538	SAMEA123300714	uncultured Bacteroides sp.	162156	Phocaeicola sp900546645	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645	DOGMAG_ASM009	ERS30645930,ERS30645931	36	3838251	97.09	0.0	367966	ERZ29813516	submitted_multi_contig
DOGMAG_ANI95_MAG092	ERS31049539	SAMEA123300715	Peptacetobacter sp. AB845	3388429	Peptacetobacter sp900550335	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335	DOGMAG_ASM027	ERS30645994,ERS30645995	13	2091538	77.59	0.0	405738	ERZ29813517	submitted_multi_contig
DOGMAG_ANI95_MAG093	ERS31049540	SAMEA123300716	Turicibacter faecis	2963365	Turicibacter faecis	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter faecis	DOGMAG_ASM031	ERS30645962	101	2160946	88.38	2.58	48586	ERZ29813518	submitted_multi_contig
DOGMAG_ANI95_MAG094	ERS31049541	SAMEA123300717	Phocaeicola coprophilus DSM 18228 = JCM 13818	547042	Phocaeicola coprophilus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	DOGMAG_ASM031	ERS30645962	134	2482911	57.76	0.63	38196	ERZ29813519	submitted_multi_contig
DOGMAG_ANI95_MAG095	ERS31049542	SAMEA123300718	uncultured Bacteroides sp.	162156	Phocaeicola sp900556845	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900556845	DOGMAG_ASM014	ERS30645990,ERS30645991	4	3284375	97.45	0.15	2308165	ERZ29813520	submitted_multi_contig
DOGMAG_ANI95_MAG096	ERS31049543	SAMEA123300719	uncultured Robinsoniella sp.	904190	JAGZHZ01 sp965150505	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__JAGZHZ01 sp965150505	DOGMAG_ASM016	ERS30645982,ERS30645983	5	2749021	79.77	0.0	1738543	ERZ29813521	submitted_multi_contig
DOGMAG_ANI95_MAG097	ERS31049544	SAMEA123300720	Peptacetobacter hiranonis	89152	Peptacetobacter hiranonis	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	234	2223564	89.74	0.35	19003	ERZ29813522	submitted_multi_contig
DOGMAG_ANI95_MAG098	ERS31049545	SAMEA123300721	Collinsella stercoris DSM 13279	445975	Collinsella stercoris	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris	DOGMAG_ASM032	SAMEA117492696,SAMEA117492697	67	1879527	86.57	1.08	39289	ERZ29813523	submitted_multi_contig
DOGMAG_ANI95_MAG099	ERS31049546	SAMEA123300722	Lachnospiraceae bacterium	1898203		d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	198	2594265	90.97	1.79	19846	ERZ29813524	submitted_multi_contig
DOGMAG_ANI95_MAG100	ERS31049547	SAMEA123300723	uncultured Faecalibacterium sp.	259315	Faecalibacterium sp900540455	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	DOGMAG_ASM039	SAMEA117492633,SAMEA117492634,SAMEA117492635,SAMEA117492636,SAMEA117492637,SAMEA117492638,SAMEA117492639,SAMEA117492640,SAMEA117492641,SAMEA117492642,SAMEA117492643,SAMEA117492644,SAMEA117492645,SAMEA117492646,SAMEA117492647,SAMEA117492648,SAMEA117492649,SAMEA117492650,SAMEA117492651,SAMEA117492652,SAMEA117492653	29	2247120	97.96	0.0	112533	ERZ29813525	submitted_multi_contig
DOGMAG_ANI95_MAG101	ERS31049548	SAMEA123300724	Eubacteriales bacterium	2831996	Blautia_A sp030536995	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	DOGMAG_ASM026	ERS30645932,ERS30645933	21	2330926	89.87	0.63	158628	ERZ29813526	submitted_multi_contig
DOGMAG_ANI95_MAG102	ERS31049549	SAMEA123300725	[Clostridium] innocuum	1522	Clostridium_AQ innocuum	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	DOGMAG_ASM033	ERS30645966,ERS30645967	238	3934702	98.74	0.0	33062	ERZ29813527	submitted_multi_contig
DOGMAG_ANI95_MAG103	ERS31049550	SAMEA123300726	uncultured Fusobacterium sp.	159267	Fusobacterium_A sp900555845	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	DOGMAG_ASM019	ERS30645984,ERS30645985	2	2239983	83.89	0.0	1157556	ERZ29813528	submitted_multi_contig
DOGMAG_ANI95_MAG104	ERS31049551	SAMEA123300727	Enterococcus durans NBRC 100479 = LMG 10746	1218088	Enterococcus_B durans	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans	DOGMAG_ASM034	ERS30645968,ERS30645969	302	2863866	92.36	2.47	14443	ERZ29813529	submitted_multi_contig
DOGMAG_ANI95_MAG105	ERS31049552	SAMEA123300728	uncultured Clostridia bacterium	244328	Faecousia sp937890525	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	DOGMAG_ASM039	SAMEA117492633,SAMEA117492634,SAMEA117492635,SAMEA117492636,SAMEA117492637,SAMEA117492638,SAMEA117492639,SAMEA117492640,SAMEA117492641,SAMEA117492642,SAMEA117492643,SAMEA117492644,SAMEA117492645,SAMEA117492646,SAMEA117492647,SAMEA117492648,SAMEA117492649,SAMEA117492650,SAMEA117492651,SAMEA117492652,SAMEA117492653	325	1642425	83.07	1.68	6112	ERZ29813530	submitted_multi_contig
DOGMAG_ANI95_MAG106	ERS31049553	SAMEA123300729	uncultured Helicobacter sp.	175537	Helicobacter_C sp963559865	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp963559865	DOGMAG_ASM027	ERS30645994,ERS30645995	1	1942589	90.65	0.47	1942589		pending_single_contig_helpdesk_or_not_submitted
DOGMAG_ANI95_MAG107	ERS31049554	SAMEA123300730	Faecalimonas sp. LCP19S3_D12	3438781	Faecalimonas sp029983955	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	DOGMAG_ASM033	ERS30645966,ERS30645967	102	2386963	95.57	0.63	32718	ERZ29813531	submitted_multi_contig
DOGMAG_ANI95_MAG108	ERS31049555	SAMEA123300731	Blautia caecimuris	1796615	Blautia_A caecimuris	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	DOGMAG_ASM041	ERS30645942,ERS30645943	113	2975693	96.12	0.95	47882	ERZ29813532	submitted_multi_contig
DOGMAG_ANI95_MAG109	ERS31049556	SAMEA123300732	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775	866789	Escherichia coli	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	DOGMAG_ASM033	ERS30645966,ERS30645967	54	4626406	98.94	0.27	154710	ERZ29813533	submitted_multi_contig
DOGMAG_ANI95_MAG110	ERS31049557	SAMEA123300733	Holdemanella hominis	2764327	Holdemanella hominis	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella hominis	DOGMAG_ASM023	ERS30645978,ERS30645979	13	2447895	95.78	1.52	448903	ERZ29813535	submitted_multi_contig
DOGMAG_ANI95_MAG111	ERS31049558	SAMEA123300734	Allofournierella massiliensis	1650663	Allofournierella massiliensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Allofournierella;s__Allofournierella massiliensis	DOGMAG_ASM023	ERS30645978,ERS30645979	77	2406640	70.47	0.68	41092	ERZ29813536	submitted_multi_contig
DOGMAG_ANI95_MAG112	ERS31049559	SAMEA123300735	Fusobacterium perfoetens ATCC 29250	1408439	Fusobacterium_B sp900541465	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	95	1843363	94.57	5.26	31056	ERZ29813537	submitted_multi_contig
DOGMAG_ANI95_MAG113	ERS31049560	SAMEA123300736	Catenibacterium mitsuokai DSM 15897	451640	Catenibacterium mitsuoka_A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuoka_A	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	128	2269280	97.17	0.0	28736	ERZ29813538	submitted_multi_contig
DOGMAG_ANI95_MAG114	ERS31049561	SAMEA123300737	Lactobacillus acidophilus	1579	Lactobacillus acidophilus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	DOGMAG_ASM017	ERS30645944,ERS30645945	1	2098681	97.65	0.0	2098681		pending_single_contig_helpdesk_or_not_submitted
DOGMAG_ANI95_MAG115	ERS31049562	SAMEA123300738	uncultured Bacteroides sp.	162156	Bacteroides sp937890825	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	DOGMAG_ASM014	ERS30645990,ERS30645991	3	3022875	94.88	0.37	1740652	ERZ29813539	submitted_multi_contig
DOGMAG_ANI95_MAG116	ERS31049563	SAMEA123300739	Roseburia sp.	2049040	Roseburia sp019421345	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	DOGMAG_ASM030	ERS30645960,ERS30645961	2	3190257	86.83	0.58	1858898	ERZ29813540	submitted_multi_contig
DOGMAG_ANI95_MAG117	ERS31049564	SAMEA123300740	Phocaeicola vulgatus ATCC 8482	435590	Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	DOGMAG_ASM041	ERS30645942,ERS30645943	137	4588148	98.87	0.0	69509	ERZ29813541	submitted_multi_contig
DOGMAG_ANI95_MAG118	ERS31049565	SAMEA123300741	Butyricicoccus sp.	2049021		d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	DOGMAG_ASM028	ERS30645980,ERS30645981	59	2257739	68.5	0.0	53243	ERZ29813543	submitted_multi_contig
DOGMAG_ANI95_MAG119	ERS31049566	SAMEA123300742	Faecalimonas sp.	2005356		d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	DOGMAG_ASM014	ERS30645990,ERS30645991	11	2259323	97.06	1.27	293485	ERZ29813544	submitted_multi_contig
DOGMAG_ANI95_MAG120	ERS31049567	SAMEA123300743	Phocaeicola coprocola DSM 17136	470145	Phocaeicola coprocola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	DOGMAG_ASM010	ERS30645970,ERS30645971	33	3698553	96.57	1.06	250222	ERZ29813545	submitted_multi_contig
DOGMAG_ANI95_MAG121	ERS31049568	SAMEA123300744	Clostridium sp. AT4	1720194	Enterocloster sp001517625	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	DOGMAG_ASM032	SAMEA117492696,SAMEA117492697	129	2908544	96.84	0.95	33253	ERZ29813546	submitted_multi_contig
DOGMAG_ANI95_MAG122	ERS31049569	SAMEA123300745	Phocaeicola plebeius DSM 17135	484018	Phocaeicola plebeius	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius	DOGMAG_ASM010	ERS30645970,ERS30645971	19	3296249	95.34	0.93	595167	ERZ29813547	submitted_multi_contig
DOGMAG_ANI95_MAG123	ERS31049570	SAMEA123300746	uncultured Bacteroides sp.	162156	Bacteroides sp900766005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005	DOGMAG_ASM040	SAMEA115615481,SAMEA115615482,SAMEA115615483,SAMEA115615484,SAMEA115615485,SAMEA115615486,SAMEA115615490,SAMEA115615491,SAMEA117651688	34	2481054	91.82	0.0	93006	ERZ29813548	submitted_multi_contig
DOGMAG_ANI95_MAG124	ERS31049571	SAMEA123300747	Clostridia bacterium UC5.1-1D4	1697784	Blautia sp900556555	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	DOGMAG_ASM006	ERS30645963	19	2938859	93.13	0.02	374645	ERZ29813549	submitted_multi_contig
DOGMAG_ANI95_MAG125	ERS31049572	SAMEA123300748	Ligilactobacillus animalis KCTC 3501 = DSM 20602	930942	Ligilactobacillus animalis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus animalis	DOGMAG_ASM002	ERS30645926,ERS30645927	58	1842056	98.25	0.0	62560	ERZ29813550	submitted_multi_contig
DOGMAG_ANI95_MAG126	ERS31049573	SAMEA123300749	Collinsella tanakaei YIT 12063	742742	Collinsella tanakaei	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella tanakaei	DOGMAG_ASM035	ERS30645936,ERS30645937	75	2215778	93.2	1.61	48304	ERZ29813551	submitted_multi_contig
DOGMAG_ANI95_MAG127	ERS31049574	SAMEA123300750	Streptococcus alactolyticus	29389	Streptococcus alactolyticus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus alactolyticus	DOGMAG_ASM034	ERS30645968,ERS30645969	22	1581537	94.01	0.56	103655	ERZ29813552	submitted_multi_contig
DOGMAG_ANI95_MAG128	ERS31049575	SAMEA123300751	uncultured Blautia sp.	765821	Blautia_A sp900541345	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345	DOGMAG_ASM033	ERS30645966,ERS30645967	45	2758914	97.19	0.32	410207	ERZ29813554	submitted_multi_contig
DOGMAG_ANI95_MAG129	ERS31049576	SAMEA123300752	Helicobacter canis	29419	Helicobacter_B canis	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	DOGMAG_ASM036	ERS30645958	184	1849249	97.55	1.53	15414	ERZ29813555	submitted_multi_contig
DOGMAG_ANI95_MAG130	ERS31049577	SAMEA123300753	[Ruminococcus] torques ATCC 27756	411460	Mediterraneibacter torques	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	DOGMAG_ASM013	ERS30645954,ERS30645955	61	2533490	97.58	0.0	75497	ERZ29813556	submitted_multi_contig
DOGMAG_ANI95_MAG131	ERS31049578	SAMEA123300754	Clostridioides difficile ATCC 9689 = DSM 1296	1121308	Clostridioides difficile	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile	DOGMAG_ASM034	ERS30645968,ERS30645969	953	3136152	67.72	1.11	3494	ERZ29813557	submitted_multi_contig
